id,region,amount,note
1930,r2,714.1,row-01930
1931,r3,714.47,row-01931
1932,r0,714.84,row-01932
1933,r1,715.21,row-01933
1934,r2,715.58,row-01934
1935,r3,715.95,row-01935
1936,r0,716.32,row-01936
1937,r1,716.69,row-01937
1938,r2,717.06,row-01938
1939,r3,717.43,row-01939
1940,r0,717.8,row-01940
1941,r1,718.17,row-01941
1942,r2,718.54,row-01942
1943,r3,718.91,row-01943
1944,r0,719.28,row-01944
1945,r1,719.65,row-01945
1946,r2,720.02,row-01946
1947,r3,720.39,row-01947
1948,r0,720.76,row-01948
1949,r1,721.13,row-01949
1950,r2,721.5,row-01950
1951,r3,721.87,row-01951
1952,r0,722.24,row-01952
1953,r1,722.61,row-01953
1954,r2,722.98,row-01954
1955,r3,723.35,row-01955
1956,r0,723.72,row-01956
1957,r1,724.09,row-01957
1958,r2,724.46,row-01958
1959,r3,724.83,row-01959
1960,r0,725.2,row-01960
1961,r1,725.57,row-01961
1962,r2,725.94,row-01962
1963,r3,726.31,row-01963
1964,r0,726.68,row-01964
1965,r1,727.05,row-01965
1966,r2,727.42,row-01966
1967,r3,727.79,row-01967
1968,r0,728.16,row-01968
1969,r1,728.53,row-01969
1970,r2,728.9,row-01970
1971,r3,729.27,row-01971
1972,r0,729.64,row-01972
1973,r1,730.01,row-01973
1974,r2,730.38,row-01974
1975,r3,730.75,row-01975
1976,r0,731.12,row-01976
1977,r1,731.49,row-01977
1978,r2,731.86,row-01978
1979,r3,732.23,row-01979
1980,r0,732.6,row-01980
1981,r1,732.97,row-01981
1982,r2,733.34,row-01982
1983,r3,733.71,row-01983
1984,r0,734.08,row-01984
1985,r1,734.45,row-01985
1986,r2,734.82,row-01986
1987,r3,735.19,row-01987
1988,r0,735.56,row-01988
1989,r1,735.93,row-01989
1990,r2,736.3,row-01990
1991,r3,736.67,row-01991
1992,r0,737.04,row-01992
1993,r1,737.41,row-01993
1994,r2,737.78,row-01994
1995,r3,738.15,row-01995
1996,r0,738.52,row-01996
1997,r1,738.89,row-01997
1998,r2,739.26,row-01998
1999,r3,739.63,row-01999
2000,r0,740.0,row-02000
2001,r1,740.37,row-02001
2002,r2,740.74,row-02002
2003,r3,741.11,row-02003
2004,r0,741.48,row-02004
2005,r1,741.85,row-02005
2006,r2,742.22,row-02006
2007,r3,742.59,row-02007
2008,r0,742.96,row-02008
2009,r1,743.33,row-02009
2010,r2,743.7,row-02010
2011,r3,744.07,row-02011
2012,r0,744.44,row-02012
2013,r1,744.81,row-02013
2014,r2,745.18,row-02014
2015,r3,745.55,row-02015
2016,r0,745.92,row-02016
2017,r1,746.29,row-02017
2018,r2,746.66,row-02018
2019,r3,747.03,row-02019
2020,r0,747.4,row-02020
2021,r1,747.77,row-02021
2022,r2,748.14,row-02022
2023,r3,748.51,row-02023
2024,r0,748.88,row-02024
2025,r1,749.25,row-02025
2026,r2,749.62,row-02026
2027,r3,749.99,row-02027
2028,r0,750.36,row-02028
2029,r1,750.73,row-02029
2030,r2,751.1,row-02030
2031,r3,751.47,row-02031
2032,r0,751.84,row-02032
2033,r1,752.21,row-02033
2034,r2,752.58,row-02034
2035,r3,752.95,row-02035
2036,r0,753.32,row-02036
2037,r1,753.69,row-02037
2038,r2,754.06,row-02038
2039,r3,754.43,row-02039
2040,r0,754.8,row-02040
2041,r1,755.17,row-02041
2042,r2,755.54,row-02042
2043,r3,755.91,row-02043
2044,r0,756.28,row-02044
2045,r1,756.65,row-02045
2046,r2,757.02,row-02046
2047,r3,757.39,row-02047
2048,r0,757.76,row-02048
2049,r1,758.13,row-02049
2050,r2,758.5,row-02050
2051,r3,758.87,row-02051
2052,r0,759.24,row-02052
2053,r1,759.61,row-02053
2054,r2,759.98,row-02054
2055,r3,760.35,row-02055
2056,r0,760.72,row-02056
2057,r1,761.09,row-02057
2058,r2,761.46,row-02058
2059,r3,761.83,row-02059
2060,r0,762.2,row-02060
2061,r1,762.57,row-02061
2062,r2,762.94,row-02062
2063,r3,763.31,row-02063
2064,r0,763.68,row-02064
2065,r1,764.05,row-02065
2066,r2,764.42,row-02066
2067,r3,764.79,row-02067
2068,r0,765.16,row-02068
2069,r1,765.53,row-02069
2070,r2,765.9,row-02070
2071,r3,766.27,row-02071
2072,r0,766.64,row-02072
2073,r1,767.01,row-02073
2074,r2,767.38,row-02074
2075,r3,767.75,row-02075
2076,r0,768.12,row-02076
2077,r1,768.49,row-02077
2078,r2,768.86,row-02078
2079,r3,769.23,row-02079
2080,r0,769.6,row-02080
2081,r1,769.97,row-02081
2082,r2,770.34,row-02082
2083,r3,770.71,row-02083
2084,r0,771.08,row-02084
2085,r1,771.45,row-02085
2086,r2,771.82,row-02086
2087,r3,772.19,row-02087
2088,r0,772.56,row-02088
2089,r1,772.93,row-02089
2090,r2,773.3,row-02090
2091,r3,773.67,row-02091
2092,r0,774.04,row-02092
2093,r1,774.41,row-02093
2094,r2,774.78,row-02094
2095,r3,775.15,row-02095
2096,r0,775.52,row-02096
2097,r1,775.89,row-02097
2098,r2,776.26,row-02098
2099,r3,776.63,row-02099
2100,r0,777.0,row-02100
2101,r1,777.37,row-02101
2102,r2,777.74,row-02102
2103,r3,778.11,row-02103
2104,r0,778.48,row-02104
2105,r1,778.85,row-02105
2106,r2,779.22,row-02106
2107,r3,779.59,row-02107
2108,r0,779.96,row-02108
2109,r1,780.33,row-02109
2110,r2,780.7,row-02110
2111,r3,781.07,row-02111
2112,r0,781.44,row-02112
2113,r1,781.81,row-02113
2114,r2,782.18,row-02114
2115,r3,782.55,row-02115
2116,r0,782.92,row-02116
2117,r1,783.29,row-02117
2118,r2,783.66,row-02118
2119,r3,784.03,row-02119
2120,r0,784.4,row-02120
2121,r1,784.77,row-02121
2122,r2,785.14,row-02122
2123,r3,785.51,row-02123
2124,r0,785.88,row-02124
2125,r1,786.25,row-02125
2126,r2,786.62,row-02126
2127,r3,786.99,row-02127
2128,r0,787.36,row-02128
2129,r1,787.73,row-02129
2130,r2,788.1,row-02130
2131,r3,788.47,row-02131
2132,r0,788.84,row-02132
2133,r1,789.21,row-02133
2134,r2,789.58,row-02134
2135,r3,789.95,row-02135
2136,r0,790.32,row-02136
2137,r1,790.69,row-02137
2138,r2,791.06,row-02138
2139,r3,791.43,row-02139
2140,r0,791.8,row-02140
2141,r1,792.17,row-02141
2142,r2,792.54,row-02142
2143,r3,792.91,row-02143
2144,r0,793.28,row-02144
2145,r1,793.65,row-02145
2146,r2,794.02,row-02146
2147,r3,794.39,row-02147
2148,r0,794.76,row-02148
2149,r1,795.13,row-02149
2150,r2,795.5,row-02150
2151,r3,795.87,row-02151
2152,r0,796.24,row-02152
2153,r1,796.61,row-02153
2154,r2,796.98,row-02154
2155,r3,797.35,row-02155
2156,r0,797.72,row-02156
2157,r1,798.09,row-02157
2158,r2,798.46,row-02158
2159,r3,798.83,row-02159
2160,r0,799.2,row-02160
2161,r1,799.57,row-02161
2162,r2,799.94,row-02162
2163,r3,800.31,row-02163
2164,r0,800.68,row-02164
2165,r1,801.05,row-02165
2166,r2,801.42,row-02166
2167,r3,801.79,row-02167
2168,r0,802.16,row-02168
2169,r1,802.53,row-02169
2170,r2,802.9,row-02170
2171,r3,803.27,row-02171
2172,r0,803.64,row-02172
2173,r1,804.01,row-02173
2174,r2,804.38,row-02174
2175,r3,804.75,row-02175
2176,r0,805.12,row-02176
2177,r1,805.49,row-02177
2178,r2,805.86,row-02178
2179,r3,806.23,row-02179
2180,r0,806.6,row-02180
2181,r1,806.97,row-02181
2182,r2,807.34,row-02182
2183,r3,807.71,row-02183
2184,r0,808.08,row-02184
2185,r1,808.45,row-02185
2186,r2,808.82,row-02186
2187,r3,809.19,row-02187
2188,r0,809.56,row-02188
2189,r1,809.93,row-02189
2190,r2,810.3,row-02190
2191,r3,810.67,row-02191
2192,r0,811.04,row-02192
2193,r1,811.41,row-02193
2194,r2,811.78,row-02194
2195,r3,812.15,row-02195
2196,r0,812.52,row-02196
2197,r1,812.89,row-02197
2198,r2,813.26,row-02198
2199,r3,813.63,row-02199
2200,r0,814.0,row-02200
2201,r1,814.37,row-02201
2202,r2,814.74,row-02202
2203,r3,815.11,row-02203
2204,r0,815.48,row-02204
2205,r1,815.85,row-02205
2206,r2,816.22,row-02206
2207,r3,816.59,row-02207
2208,r0,816.96,row-02208
2209,r1,817.33,row-02209
2210,r2,817.7,row-02210
2211,r3,818.07,row-02211
2212,r0,818.44,row-02212
2213,r1,818.81,row-02213
2214,r2,819.18,row-02214
2215,r3,819.55,row-02215
2216,r0,819.92,row-02216
2217,r1,820.29,row-02217
2218,r2,820.66,row-02218
2219,r3,821.03,row-02219
2220,r0,821.4,row-02220
2221,r1,821.77,row-02221
2222,r2,822.14,row-02222
2223,r3,822.51,row-02223
2224,r0,822.88,row-02224
2225,r1,823.25,row-02225
2226,r2,823.62,row-02226
2227,r3,823.99,row-02227
2228,r0,824.36,row-02228
2229,r1,824.73,row-02229
2230,r2,825.1,row-02230
2231,r3,825.47,row-02231
2232,r0,825.84,row-02232
2233,r1,826.21,row-02233
2234,r2,826.58,row-02234
2235,r3,826.95,row-02235
2236,r0,827.32,row-02236
2237,r1,827.69,row-02237
2238,r2,828.06,row-02238
2239,r3,828.43,row-02239
2240,r0,828.8,row-02240
2241,r1,829.17,row-02241
2242,r2,829.54,row-02242
2243,r3,829.91,row-02243
2244,r0,830.28,row-02244
2245,r1,830.65,row-02245
2246,r2,831.02,row-02246
2247,r3,831.39,row-02247
2248,r0,831.76,row-02248
2249,r1,832.13,row-02249
2250,r2,832.5,row-02250
2251,r3,832.87,row-02251
2252,r0,833.24,row-02252
2253,r1,833.61,row-02253
2254,r2,833.98,row-02254
2255,r3,834.35,row-02255
2256,r0,834.72,row-02256
2257,r1,835.09,row-02257
2258,r2,835.46,row-02258
2259,r3,835.83,row-02259
2260,r0,836.2,row-02260
2261,r1,836.57,row-02261
2262,r2,836.94,row-02262
2263,r3,837.31,row-02263
2264,r0,837.68,row-02264
2265,r1,838.05,row-02265
2266,r2,838.42,row-02266
2267,r3,838.79,row-02267
2268,r0,839.16,row-02268
2269,r1,839.53,row-02269
2270,r2,839.9,row-02270
2271,r3,840.27,row-02271
2272,r0,840.64,row-02272
2273,r1,841.01,row-02273
2274,r2,841.38,row-02274
2275,r3,841.75,row-02275
2276,r0,842.12,row-02276
2277,r1,842.49,row-02277
2278,r2,842.86,row-02278
2279,r3,843.23,row-02279
2280,r0,843.6,row-02280
2281,r1,843.97,row-02281
2282,r2,844.34,row-02282
2283,r3,844.71,row-02283
2284,r0,845.08,row-02284
2285,r1,845.45,row-02285
2286,r2,845.82,row-02286
2287,r3,846.19,row-02287
2288,r0,846.56,row-02288
2289,r1,846.93,row-02289
2290,r2,847.3,row-02290
2291,r3,847.67,row-02291
2292,r0,848.04,row-02292
2293,r1,848.41,row-02293
2294,r2,848.78,row-02294
2295,r3,849.15,row-02295
2296,r0,849.52,row-02296
2297,r1,849.89,row-02297
2298,r2,850.26,row-02298
2299,r3,850.63,row-02299
2300,r0,851.0,row-02300
2301,r1,851.37,row-02301
2302,r2,851.74,row-02302
2303,r3,852.11,row-02303
2304,r0,852.48,row-02304
2305,r1,852.85,row-02305
2306,r2,853.22,row-02306
2307,r3,853.59,row-02307
2308,r0,853.96,row-02308
2309,r1,854.33,row-02309
2310,r2,854.7,row-02310
2311,r3,855.07,row-02311
2312,r0,855.44,row-02312
2313,r1,855.81,row-02313
2314,r2,856.18,row-02314
2315,r3,856.55,row-02315
2316,r0,856.92,row-02316
2317,r1,857.29,row-02317
2318,r2,857.66,row-02318
2319,r3,858.03,row-02319
2320,r0,858.4,row-02320
2321,r1,858.77,row-02321
2322,r2,859.14,row-02322
2323,r3,859.51,row-02323
2324,r0,859.88,row-02324
2325,r1,860.25,row-02325
2326,r2,860.62,row-02326
2327,r3,860.99,row-02327
2328,r0,861.36,row-02328
2329,r1,861.73,row-02329
2330,r2,862.1,row-02330
2331,r3,862.47,row-02331
2332,r0,862.84,row-02332
2333,r1,863.21,row-02333
2334,r2,863.58,row-02334
2335,r3,863.95,row-02335
2336,r0,864.32,row-02336
2337,r1,864.69,row-02337
2338,r2,865.06,row-02338
2339,r3,865.43,row-02339
2340,r0,865.8,row-02340
2341,r1,866.17,row-02341
2342,r2,866.54,row-02342
2343,r3,866.91,row-02343
2344,r0,867.28,row-02344
2345,r1,867.65,row-02345
2346,r2,868.02,row-02346
2347,r3,868.39,row-02347
2348,r0,868.76,row-02348
2349,r1,869.13,row-02349
2350,r2,869.5,row-02350
2351,r3,869.87,row-02351
2352,r0,870.24,row-02352
2353,r1,870.61,row-02353
2354,r2,870.98,row-02354
2355,r3,871.35,row-02355
2356,r0,871.72,row-02356
2357,r1,872.09,row-02357
2358,r2,872.46,row-02358
2359,r3,872.83,row-02359
2360,r0,873.2,row-02360
2361,r1,873.57,row-02361
2362,r2,873.94,row-02362
2363,r3,874.31,row-02363
2364,r0,874.68,row-02364
2365,r1,875.05,row-02365
2366,r2,875.42,row-02366
2367,r3,875.79,row-02367
2368,r0,876.16,row-02368
2369,r1,876.53,row-02369
2370,r2,876.9,row-02370
2371,r3,877.27,row-02371
2372,r0,877.64,row-02372
2373,r1,878.01,row-02373
2374,r2,878.38,row-02374
2375,r3,878.75,row-02375
2376,r0,879.12,row-02376
2377,r1,879.49,row-02377
2378,r2,879.86,row-02378
2379,r3,880.23,row-02379
2380,r0,880.6,row-02380
2381,r1,880.97,row-02381
2382,r2,881.34,row-02382
2383,r3,881.71,row-02383
2384,r0,882.08,row-02384
2385,r1,882.45,row-02385
2386,r2,882.82,row-02386
2387,r3,883.19,row-02387
2388,r0,883.56,row-02388
2389,r1,883.93,row-02389
2390,r2,884.3,row-02390
2391,r3,884.67,row-02391
2392,r0,885.04,row-02392
2393,r1,885.41,row-02393
2394,r2,885.78,row-02394
2395,r3,886.15,row-02395
2396,r0,886.52,row-02396
2397,r1,886.89,row-02397
2398,r2,887.26,row-02398
2399,r3,887.63,row-02399
2400,r0,888.0,row-02400
2401,r1,888.37,row-02401
2402,r2,888.74,row-02402
2403,r3,889.11,row-02403
2404,r0,889.48,row-02404
2405,r1,889.85,row-02405
2406,r2,890.22,row-02406
2407,r3,890.59,row-02407
2408,r0,890.96,row-02408
2409,r1,891.33,row-02409
2410,r2,891.7,row-02410
2411,r3,892.07,row-02411
2412,r0,892.44,row-02412
2413,r1,892.81,row-02413
2414,r2,893.18,row-02414
2415,r3,893.55,row-02415
2416,r0,893.92,row-02416
2417,r1,894.29,row-02417
2418,r2,894.66,row-02418
2419,r3,895.03,row-02419
2420,r0,895.4,row-02420
2421,r1,895.77,row-02421
2422,r2,896.14,row-02422
2423,r3,896.51,row-02423
2424,r0,896.88,row-02424
2425,r1,897.25,row-02425
2426,r2,897.62,row-02426
2427,r3,897.99,row-02427
2428,r0,898.36,row-02428
2429,r1,898.73,row-02429
2430,r2,899.1,row-02430
2431,r3,899.47,row-02431
2432,r0,899.84,row-02432
2433,r1,900.21,row-02433
2434,r2,900.58,row-02434
2435,r3,900.95,row-02435
2436,r0,901.32,row-02436
2437,r1,901.69,row-02437
2438,r2,902.06,row-02438
2439,r3,902.43,row-02439
2440,r0,902.8,row-02440
2441,r1,903.17,row-02441
2442,r2,903.54,row-02442
2443,r3,903.91,row-02443
2444,r0,904.28,row-02444
2445,r1,904.65,row-02445
2446,r2,905.02,row-02446
2447,r3,905.39,row-02447
2448,r0,905.76,row-02448
2449,r1,906.13,row-02449
2450,r2,906.5,row-02450
2451,r3,906.87,row-02451
2452,r0,907.24,row-02452
2453,r1,907.61,row-02453
2454,r2,907.98,row-02454
2455,r3,908.35,row-02455
2456,r0,908.72,row-02456
2457,r1,909.09,row-02457
2458,r2,909.46,row-02458
2459,r3,909.83,row-02459
2460,r0,910.2,row-02460
2461,r1,910.57,row-02461
2462,r2,910.94,row-02462
2463,r3,911.31,row-02463
2464,r0,911.68,row-02464
2465,r1,912.05,row-02465
2466,r2,912.42,row-02466
2467,r3,912.79,row-02467
2468,r0,913.16,row-02468
2469,r1,913.53,row-02469
2470,r2,913.9,row-02470
2471,r3,914.27,row-02471
2472,r0,914.64,row-02472
2473,r1,915.01,row-02473
2474,r2,915.38,row-02474
2475,r3,915.75,row-02475
2476,r0,916.12,row-02476
2477,r1,916.49,row-02477
2478,r2,916.86,row-02478
2479,r3,917.23,row-02479
2480,r0,917.6,row-02480
2481,r1,917.97,row-02481
2482,r2,918.34,row-02482
2483,r3,918.71,row-02483
2484,r0,919.08,row-02484
2485,r1,919.45,row-02485
2486,r2,919.82,row-02486
2487,r3,920.19,row-02487
2488,r0,920.56,row-02488
2489,r1,920.93,row-02489
2490,r2,921.3,row-02490
2491,r3,921.67,row-02491
2492,r0,922.04,row-02492
2493,r1,922.41,row-02493
2494,r2,922.78,row-02494
2495,r3,923.15,row-02495
2496,r0,923.52,row-02496
2497,r1,923.89,row-02497
2498,r2,924.26,row-02498
2499,r3,924.63,row-02499
2500,r0,925.0,row-02500
2501,r1,925.37,row-02501
2502,r2,925.74,row-02502
2503,r3,926.11,row-02503
2504,r0,926.48,row-02504
2505,r1,926.85,row-02505
2506,r2,927.22,row-02506
2507,r3,927.59,row-02507
2508,r0,927.96,row-02508
2509,r1,928.33,row-02509
2510,r2,928.7,row-02510
2511,r3,929.07,row-02511
2512,r0,929.44,row-02512
2513,r1,929.81,row-02513
2514,r2,930.18,row-02514
2515,r3,930.55,row-02515
2516,r0,930.92,row-02516
2517,r1,931.29,row-02517
2518,r2,931.66,row-02518
2519,r3,932.03,row-02519
2520,r0,932.4,row-02520
2521,r1,932.77,row-02521
2522,r2,933.14,row-02522
2523,r3,933.51,row-02523
2524,r0,933.88,row-02524
2525,r1,934.25,row-02525
2526,r2,934.62,row-02526
2527,r3,934.99,row-02527
2528,r0,935.36,row-02528
2529,r1,935.73,row-02529
2530,r2,936.1,row-02530
2531,r3,936.47,row-02531
2532,r0,936.84,row-02532
2533,r1,937.21,row-02533
2534,r2,937.58,row-02534
2535,r3,937.95,row-02535
2536,r0,938.32,row-02536
2537,r1,938.69,row-02537
2538,r2,939.06,row-02538
2539,r3,939.43,row-02539
2540,r0,939.8,row-02540
2541,r1,940.17,row-02541
2542,r2,940.54,row-02542
2543,r3,940.91,row-02543
2544,r0,941.28,row-02544
2545,r1,941.65,row-02545
2546,r2,942.02,row-02546
2547,r3,942.39,row-02547
2548,r0,942.76,row-02548
2549,r1,943.13,row-02549
2550,r2,943.5,row-02550
2551,r3,943.87,row-02551
2552,r0,944.24,row-02552
2553,r1,944.61,row-02553
2554,r2,944.98,row-02554
2555,r3,945.35,row-02555
2556,r0,945.72,row-02556
2557,r1,946.09,row-02557
2558,r2,946.46,row-02558
2559,r3,946.83,row-02559
2560,r0,947.2,row-02560
2561,r1,947.57,row-02561
2562,r2,947.94,row-02562
2563,r3,948.31,row-02563
2564,r0,948.68,row-02564
2565,r1,949.05,row-02565
2566,r2,949.42,row-02566
2567,r3,949.79,row-02567
2568,r0,950.16,row-02568
2569,r1,950.53,row-02569
2570,r2,950.9,row-02570
2571,r3,951.27,row-02571
2572,r0,951.64,row-02572
2573,r1,952.01,row-02573
2574,r2,952.38,row-02574
2575,r3,952.75,row-02575
2576,r0,953.12,row-02576
2577,r1,953.49,row-02577
2578,r2,953.86,row-02578
2579,r3,954.23,row-02579
2580,r0,954.6,row-02580
2581,r1,954.97,row-02581
2582,r2,955.34,row-02582
2583,r3,955.71,row-02583
2584,r0,956.08,row-02584
2585,r1,956.45,row-02585
2586,r2,956.82,row-02586
2587,r3,957.19,row-02587
2588,r0,957.56,row-02588
2589,r1,957.93,row-02589
2590,r2,958.3,row-02590
2591,r3,958.67,row-02591
2592,r0,959.04,row-02592
2593,r1,959.41,row-02593
2594,r2,959.78,row-02594
2595,r3,960.15,row-02595
2596,r0,960.52,row-02596
2597,r1,960.89,row-02597
2598,r2,961.26,row-02598
2599,r3,961.63,row-02599
2600,r0,962.0,row-02600
2601,r1,962.37,row-02601
2602,r2,962.74,row-02602
2603,r3,963.11,row-02603
2604,r0,963.48,row-02604
2605,r1,963.85,row-02605
2606,r2,964.22,row-02606
2607,r3,964.59,row-02607
2608,r0,964.96,row-02608
2609,r1,965.33,row-02609
2610,r2,965.7,row-02610
2611,r3,966.07,row-02611
2612,r0,966.44,row-02612
2613,r1,966.81,row-02613
2614,r2,967.18,row-02614
2615,r3,967.55,row-02615
2616,r0,967.92,row-02616
2617,r1,968.29,row-02617
2618,r2,968.66,row-02618
2619,r3,969.03,row-02619
2620,r0,969.4,row-02620
2621,r1,969.77,row-02621
2622,r2,970.14,row-02622
2623,r3,970.51,row-02623
2624,r0,970.88,row-02624
2625,r1,971.25,row-02625
2626,r2,971.62,row-02626
2627,r3,971.99,row-02627
2628,r0,972.36,row-02628
2629,r1,972.73,row-02629
2630,r2,973.1,row-02630
2631,r3,973.47,row-02631
2632,r0,973.84,row-02632
2633,r1,974.21,row-02633
2634,r2,974.58,row-02634
2635,r3,974.95,row-02635
2636,r0,975.32,row-02636
2637,r1,975.69,row-02637
2638,r2,976.06,row-02638
2639,r3,976.43,row-02639
2640,r0,976.8,row-02640
2641,r1,977.17,row-02641
2642,r2,977.54,row-02642
2643,r3,977.91,row-02643
2644,r0,978.28,row-02644
2645,r1,978.65,row-02645
2646,r2,979.02,row-02646
2647,r3,979.39,row-02647
2648,r0,979.76,row-02648
2649,r1,980.13,row-02649
2650,r2,980.5,row-02650
2651,r3,980.87,row-02651
2652,r0,981.24,row-02652
2653,r1,981.61,row-02653
2654,r2,981.98,row-02654
2655,r3,982.35,row-02655
2656,r0,982.72,row-02656
2657,r1,983.09,row-02657
2658,r2,983.46,row-02658
2659,r3,983.83,row-02659
2660,r0,984.2,row-02660
2661,r1,984.57,row-02661
2662,r2,984.94,row-02662
2663,r3,985.31,row-02663
2664,r0,985.68,row-02664
2665,r1,986.05,row-02665
2666,r2,986.42,row-02666
2667,r3,986.79,row-02667
2668,r0,987.16,row-02668
2669,r1,987.53,row-02669
2670,r2,987.9,row-02670
2671,r3,988.27,row-02671
2672,r0,988.64,row-02672
2673,r1,989.01,row-02673
2674,r2,989.38,row-02674
2675,r3,989.75,row-02675
2676,r0,990.12,row-02676
2677,r1,990.49,row-02677
2678,r2,990.86,row-02678
2679,r3,991.23,row-02679
2680,r0,991.6,row-02680
2681,r1,991.97,row-02681
2682,r2,992.34,row-02682
2683,r3,992.71,row-02683
2684,r0,993.08,row-02684
2685,r1,993.45,row-02685
2686,r2,993.82,row-02686
2687,r3,994.19,row-02687
2688,r0,994.56,row-02688
2689,r1,994.93,row-02689
2690,r2,995.3,row-02690
2691,r3,995.67,row-02691
2692,r0,996.04,row-02692
2693,r1,996.41,row-02693
2694,r2,996.78,row-02694
2695,r3,997.15,row-02695
2696,r0,997.52,row-02696
2697,r1,997.89,row-02697
2698,r2,998.26,row-02698
2699,r3,998.63,row-02699
2700,r0,999.0,row-02700
2701,r1,999.37,row-02701
2702,r2,999.74,row-02702
2703,r3,0.11,row-02703
2704,r0,0.48,row-02704
2705,r1,0.85,row-02705
2706,r2,1.22,row-02706
2707,r3,1.59,row-02707
2708,r0,1.96,row-02708
2709,r1,2.33,row-02709
2710,r2,2.7,row-02710
2711,r3,3.07,row-02711
2712,r0,3.44,row-02712
2713,r1,3.81,row-02713
2714,r2,4.18,row-02714
2715,r3,4.55,row-02715
2716,r0,4.92,row-02716
2717,r1,5.29,row-02717
2718,r2,5.66,row-02718
2719,r3,6.03,row-02719
2720,r0,6.4,row-02720
2721,r1,6.77,row-02721
2722,r2,7.14,row-02722
2723,r3,7.51,row-02723
2724,r0,7.88,row-02724
2725,r1,8.25,row-02725
2726,r2,8.62,row-02726
2727,r3,8.99,row-02727
2728,r0,9.36,row-02728
2729,r1,9.73,row-02729
2730,r2,10.1,row-02730
2731,r3,10.47,row-02731
2732,r0,10.84,row-02732
2733,r1,11.21,row-02733
2734,r2,11.58,row-02734
2735,r3,11.95,row-02735
2736,r0,12.32,row-02736
2737,r1,12.69,row-02737
2738,r2,13.06,row-02738
2739,r3,13.43,row-02739
2740,r0,13.8,row-02740
2741,r1,14.17,row-02741
2742,r2,14.54,row-02742
2743,r3,14.91,row-02743
2744,r0,15.28,row-02744
2745,r1,15.65,row-02745
2746,r2,16.02,row-02746
2747,r3,16.39,row-02747
2748,r0,16.76,row-02748
2749,r1,17.13,row-02749
2750,r2,17.5,row-02750
2751,r3,17.87,row-02751
2752,r0,18.24,row-02752
2753,r1,18.61,row-02753
2754,r2,18.98,row-02754
2755,r3,19.35,row-02755
2756,r0,19.72,row-02756
2757,r1,20.09,row-02757
2758,r2,20.46,row-02758
2759,r3,20.83,row-02759
2760,r0,21.2,row-02760
2761,r1,21.57,row-02761
2762,r2,21.94,row-02762
2763,r3,22.31,row-02763
2764,r0,22.68,row-02764
2765,r1,23.05,row-02765
2766,r2,23.42,row-02766
2767,r3,23.79,row-02767
2768,r0,24.16,row-02768
2769,r1,24.53,row-02769
2770,r2,24.9,row-02770
2771,r3,25.27,row-02771
2772,r0,25.64,row-02772
2773,r1,26.01,row-02773
2774,r2,26.38,row-02774
2775,r3,26.75,row-02775
2776,r0,27.12,row-02776
2777,r1,27.49,row-02777
2778,r2,27.86,row-02778
2779,r3,28.23,row-02779
2780,r0,28.6,row-02780
2781,r1,28.97,row-02781
2782,r2,29.34,row-02782
2783,r3,29.71,row-02783
2784,r0,30.08,row-02784
2785,r1,30.45,row-02785
2786,r2,30.82,row-02786
2787,r3,31.19,row-02787
2788,r0,31.56,row-02788
2789,r1,31.93,row-02789
2790,r2,32.3,row-02790
2791,r3,32.67,row-02791
2792,r0,33.04,row-02792
2793,r1,33.41,row-02793
2794,r2,33.78,row-02794
2795,r3,34.15,row-02795
2796,r0,34.52,row-02796
2797,r1,34.89,row-02797
2798,r2,35.26,row-02798
2799,r3,35.63,row-02799
2800,r0,36.0,row-02800
2801,r1,36.37,row-02801
2802,r2,36.74,row-02802
2803,r3,37.11,row-02803
2804,r0,37.48,row-02804
2805,r1,37.85,row-02805
2806,r2,38.22,row-02806
2807,r3,38.59,row-02807
2808,r0,38.96,row-02808
2809,r1,39.33,row-02809
2810,r2,39.7,row-02810
2811,r3,40.07,row-02811
2812,r0,40.44,row-02812
2813,r1,40.81,row-02813
2814,r2,41.18,row-02814
2815,r3,41.55,row-02815
2816,r0,41.92,row-02816
2817,r1,42.29,row-02817
2818,r2,42.66,row-02818
2819,r3,43.03,row-02819
2820,r0,43.4,row-02820
2821,r1,43.77,row-02821
2822,r2,44.14,row-02822
2823,r3,44.51,row-02823
2824,r0,44.88,row-02824
2825,r1,45.25,row-02825
2826,r2,45.62,row-02826
2827,r3,45.99,row-02827
2828,r0,46.36,row-02828
2829,r1,46.73,row-02829
2830,r2,47.1,row-02830
2831,r3,47.47,row-02831
2832,r0,47.84,row-02832
2833,r1,48.21,row-02833
2834,r2,48.58,row-02834
2835,r3,48.95,row-02835
2836,r0,49.32,row-02836
2837,r1,49.69,row-02837
2838,r2,50.06,row-02838
2839,r3,50.43,row-02839
2840,r0,50.8,row-02840
2841,r1,51.17,row-02841
2842,r2,51.54,row-02842
2843,r3,51.91,row-02843
2844,r0,52.28,row-02844
2845,r1,52.65,row-02845
2846,r2,53.02,row-02846
2847,r3,53.39,row-02847
2848,r0,53.76,row-02848
2849,r1,54.13,row-02849
2850,r2,54.5,row-02850
2851,r3,54.87,row-02851
2852,r0,55.24,row-02852
2853,r1,55.61,row-02853
2854,r2,55.98,row-02854
2855,r3,56.35,row-02855
2856,r0,56.72,row-02856
2857,r1,57.09,row-02857
2858,r2,57.46,row-02858
2859,r3,57.83,row-02859
2860,r0,58.2,row-02860
2861,r1,58.57,row-02861
